style,content,weight,E1,E2,E3,E4,E5
9,372019,default,-1.3695560848088077,-1.1658065563148363,-2.602986993363732,-4.344324599878871,-5.358879268286683
7,97010,default,-0.7085237720043805,-1.0810850850522917,-2.863449441755231,-4.523306192700613,-4.956025523051796
10,117025,default,-1.6805112220805176,-2.0890657548088076,-3.446949919557504,-4.971775055718367,-5.683103765718311
8,134067,default,-0.7495329911859437,-0.7486585508004097,-2.8668470599380167,-4.426034809218889,-5.1125507343413705
7,202000,default,-0.5457445578419345,-1.0082906103748774,-2.8581006240837827,-4.488353099058259,-4.863001722821868
6,123057,default,-0.7845012740893981,-1.2797419266490286,-2.721886377565978,-4.570569904389773,-5.239618673620695
3,43051,default,-0.8731008137956559,-1.564490623376173,-3.0576423958981245,-4.6382060782286025,-4.971360762763031
1,376086,default,-1.5858330250927009,-1.5756327450452363,-3.104847405974176,-4.811207129459881,-5.630192150075374
2,223060,default,-1.3887367051487987,-2.066036709962505,-3.721340676383485,-5.3313633719258675,-5.649288394274189
5,393035,default,-2.2207228392032667,-1.5875714952078726,-3.3047252895413477,-4.913500584409286,-5.854816397750137
2,179084,default,-0.8357442818054411,-1.6849278570333,-3.265256236464095,-4.950192175792261,-5.532390492888022
1,109055,default,-1.1966143123529012,-1.3833574519440455,-2.7738562309461354,-4.434682213308744,-4.998210684595088
5,41029,default,-1.376617284472517,-0.7248530252435267,-2.6708136860330005,-4.510225106667433,-5.443859350969835
4,103029,default,-1.532480671921319,-0.9479626005755911,-2.6994007462693554,-4.549504920888205,-5.108191090430255
5,296058,default,-1.1640014076257374,-1.411907701697066,-3.024966120978196,-4.838607252699335,-5.408945268041168
9,181021,default,-1.58469190711077,-1.1719960903287592,-2.7562097877762914,-4.460885541084017,-5.675365595753822
2,100039,default,-1.3538470831462392,-2.072614922233914,-3.50021703329973,-5.0002473968980645,-5.42151209068475
5,145059,default,-2.6444986567997977,-1.4533019549512058,-3.3443018416424186,-5.167123871756773,-6.38442164038259
2,285022,default,-1.4123270185877073,-2.013849744700512,-3.5022733705301627,-5.007777847357684,-5.647071514440787
8,140088,default,-0.4902005751989472,-0.6139060159554898,-2.390649974814965,-4.357601641821587,-5.490542563193507
8,103078,default,-0.49385851883709775,-0.33298168441523746,-2.2781517567957406,-4.142197059700621,-5.007244389117185
4,164046,default,-1.4321732994587113,-1.2361900029179642,-2.892155365170057,-4.572575009970049,-5.033242847726567
7,384089,default,-0.7314423317917237,-0.9840214871132321,-2.8534915492363755,-4.3956265963224705,-4.911040309669213
3,45000,default,-1.0215475473587419,-1.790951400550704,-3.2894127320406543,-4.752331478172179,-5.125817815022486
3,267036,default,-0.9148267064289425,-1.8174764670616113,-3.3130792342582094,-4.793754705087261,-5.032537887372281
2,196088,default,-1.1320019657333278,-1.8744321495652536,-3.371063874648047,-4.912491106810418,-5.304495186788652
2,41085,default,-0.8182017666069913,-1.711373169921747,-3.2490944816104603,-4.848041698461808,-5.429681148902803
3,107014,default,-0.8359616708041032,-1.6536376208097,-3.1649406284422725,-4.714056168568196,-5.005308690116595
6,250047,default,-1.2668841552684227,-1.5845465718475098,-3.292851218648271,-5.056883707153098,-5.634278534769066
4,223004,default,-1.6409051876832232,-1.226740912302128,-2.6989093371272217,-4.481663559301365,-5.2017349453880275
7,185092,default,-0.3987510840930427,-0.7172914894705328,-2.8348614490627,-4.377377122867855,-4.867086878985199
