style,content,weight,E1,E2,E3,E4,E5
9,372019,default,-0.7957131955464952,-1.484813075444309,-3.3729276010532603,-4.282337455256843,-4.211516883261415
7,97010,default,-0.9041287301429125,-1.3738353966873111,-3.586685416789023,-4.3505255902923485,-3.963539610146202
10,117025,default,-0.616351479320831,-1.4905918226348653,-3.0384191814841137,-4.16782030620906,-4.270673085951144
8,134067,default,-0.7452155789374993,-1.3863792345322006,-3.740840819721984,-4.359758716519624,-4.20540325985936
7,202000,default,-0.9041287301429125,-1.3738353966873111,-3.586685416789023,-4.3505255902923485,-3.963539610146202
6,123057,default,-0.46453942514213253,-1.271307796228125,-2.986769652081936,-4.293267631829957,-4.1596672102299745
3,43051,default,-0.36439108498304995,-1.2680449514780672,-2.8791590612004025,-3.9414612670821407,-3.8443787856565415
1,376086,default,-0.5858459041817142,-1.276798719095947,-2.9356306366121103,-4.16814068875124,-4.028691006721181
2,223060,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
5,393035,default,-1.0140336236007648,-1.3508954963200335,-3.4092439412767463,-4.298665166718921,-4.14895256884289
2,179084,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
1,109055,default,-0.5858459041817142,-1.276798719095947,-2.9356306366121103,-4.16814068875124,-4.028691006721181
5,41029,default,-1.0140336236007648,-1.3508954963200335,-3.4092439412767463,-4.298665166718921,-4.14895256884289
4,103029,default,-0.780949692998279,-1.3363557810477267,-3.209129270019481,-4.337304827687225,-3.9969128542623924
5,296058,default,-1.0140336236007648,-1.3508954963200335,-3.4092439412767463,-4.298665166718921,-4.14895256884289
9,181021,default,-0.7957131955464952,-1.484813075444309,-3.3729276010532603,-4.282337455256843,-4.211516883261415
2,100039,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
5,145059,default,-1.0140336236007648,-1.3508954963200335,-3.4092439412767463,-4.298665166718921,-4.14895256884289
2,285022,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
8,140088,default,-0.7452155789374993,-1.3863792345322006,-3.740840819721984,-4.359758716519624,-4.20540325985936
8,103078,default,-0.8421297711628509,-1.348364029294086,-3.537222072849124,-4.180677803187122,-4.04073694386758
4,164046,default,-0.8001885432488506,-1.4233515720389431,-3.2372908099790907,-4.317945467430166,-3.9749210062327522
7,384089,default,-0.8916980952661763,-1.4150454269251886,-3.602614300206411,-4.322960933784383,-3.953614811599591
3,45000,default,-0.36439108498304995,-1.2680449514780672,-2.8791590612004025,-3.9414612670821407,-3.8443787856565415
3,267036,default,-0.3465356481847838,-1.270629721602981,-2.8495771767215983,-3.8984119840409113,-3.886970420666879
2,196088,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
2,41085,default,-0.5043431500342105,-1.4023482997972043,-3.023551487517709,-4.033009421218143,-3.979560672551334
3,107014,default,-0.36439108498304995,-1.2680449514780672,-2.8791590612004025,-3.9414612670821407,-3.8443787856565415
6,250047,default,-0.4232514818374199,-1.3170020315104884,-2.897907493082192,-4.010503093615089,-3.871487315599346
4,223004,default,-0.8001885432488506,-1.4233515720389431,-3.2372908099790907,-4.317945467430166,-3.9749210062327522
7,185092,default,-0.9041287301429125,-1.3738353966873111,-3.586685416789023,-4.3505255902923485,-3.963539610146202
